,CAPÍTULO I  FILIPA GUIMARÃES,SENTIMENTO GLOBAL,SENTIMENTO POSITIVO,TERMOS/EXPRESSÕES  POSITIVOS,SENTIMENTO NEGATIVO,TERMOS/EXPRESSÕES  NEGATIVOS
188,Numa outra parte desta narrativa darei conta do remate deste episódio.,,,,,
189,"No mês de Fevereiro de 1803, recebeu Simão Botelho uma carta de Teresa.",,,,,
190,"No seguinte capítulo diz-se minuciosamente a peripécia que forçara a filha de Tadeu de Albuquerque a escrever aquela carta de pungentíssima surpresa para o académico, convertido aos deveres, à honra, à sociedade e a Deus, pelo amor.",,,,,
191,CAPÍTULO III JOÃO LOBO ,,,,,
192,O pai de Teresa não aceitaria a impureza do sangue do corregedor para acordar os dois jovens em casamento.,Negativo,0,0,1,"""Não"" ""Impureza"""
193,"O magistrado persistia no rancor ao seu vizinho, e o vizinho malsinava de venalidade a reputação do magistrado.",Negativo,0,0,1,"""rancor"" ""malsinava"""
194,"Este sabia da injuriosa vingança em que o outro lhe ia despicando; fingia-se invulnerável à detração; mas de dia para dia azedava-se-lhe a bílis; e é de crer que, se o não contivessem as considerações à família, sofreria menos, desabafando pela boca de um bacamarte, a arma preferida dos Botelhos Correias de Mesquita.",Negativo,0,0,1,"""Azedava-se"""
195,Seria impossível reconciliarem-se.,Negativo,0,0,1,"""Impossível"""
196,"Rita, a filha mais nova, estava um dia na janela do quarto de Simão, e viu a vizinha à janela com as mãos apoiadas na testa apoiada.",Neutro,0,0,0,0
197,"Sabia Teresa que aquela menina era mais querida irmã de Simão, e a que mais se parecia com ele.",Positivo,1,"""mais querida""",0,0
198,"Saiu da sua artificial indiferença, e respondeu ao cumprimento da Rita, fazendo-lhe com a mão um gesto e sorrindo.",Positivo,1,"""sorrindo""",1,"""artificial indiferença"""
199,"A filha do corregedor sorriu também, mas fugiu logo da janela, porque a sua mãe tinha proibido as filhas de terem relações com pessoas daquela casa.",Negativo,1,"""sorriu""",1,"""proibido"" ""fugio"""
200,"No dia seguinte, à mesma hora, levada pela simpatia que lhe causara aquele gesto de amizade, voltou Rita à janela, e lá viu Teresa com os olhos fitos nos seus, como se estivesse à sua espera.",Positivo,1,"""simpatia""",0,0
201,"Sorriram-se com resguardo, afastando-se do peitoril das janelas; e assim ambas de pé, no interior dos quartos, estiveram a contemplar-se.",Positivo,1,"""sorriam-se"" ""contemplar-se""",1,"""com resguardo"""
202,"Como a rua era estreita, podiam ouvir-se, falando baixo.",Neutro,0,0,0,0
203,"Teresa, mais pelo movimento dos lábios que por palavras, perguntou a Rita se era a sua amiga.",Neutro,0,0,0,0
204,"A menina respondeu com um gesto afirmativo, e fugiu, acenando-lhe um adeus.",Positivo,1,"""gesto afirmativo"" ""acenando-lhe""",1,"""fugiu"""
205,"Estes rápidos instantes de se verem repetiram-se sucessivos dias, até que, perdido o maior medo de ambas, ousaram demorar- se em palestras a meia-voz.",Positivo,1,"""perdido"" ""medo""",0,0
206,"Teresa falava de Simão, contava à menina de onze anos o segredo do seu amor, e dizia-lhe que ela ainda havia de ser sua irmã, recomendando-lhe muito que não dissesse nada à sua família.",Neutro,0,0,0,0
207,"Numa dessas conversas, Rita descuidara-se, e levantou de modo a voz que foi ouvida por uma sua irmã, que a foi logo contar ao pai.",Negativo,0,0,1,"""desuidara-se"""
208,"O corregedor chamou Rita, e forçou-a pelo medo a contar tudo que ouvira à vizinha.",Negativo,0,0,1,"""forçou-a"""
209,"Tanta foi a sua cólera, que sem atender às razões da esposa, que viera espavorida ao ouvir os gritos dele, correu ao quarto de Simão, e viu ainda Teresa à janela. — Olá! — disse ele à pálida menina. — Não tenha a confiança de pôr os olhos em ninguém da minha casa.",Negativo ,0,0,1,"""cólera"" ""sem atender""  ""Não tenha a confiança"""
210,"Se quer casar, case com um sapateiro, que é um digno genro de seu pai.",Negativo,1,"""que é digno""",1,"""case com o sapateiro"""
211,Teresa não ouviu o remate da brutal apóstrofe: tinha fugido aturdida e envergonhada.,negativo,0,0,1,"""não ouvia"" ""brutal apóstrofe"" "" fugiu"" ""atordida"" ""envergonhada"""
212,"Porém, como o desabrido corregedor ficou a gritar no quarto, Tadeu de Albuquerque correu para uma janela e a cólera do doutor redobrou.",neutro,0,0,1,"""desabrido"" ""gritar"" ""cólera"""
213,"A torrente das injúrias, há muito tempo represada, bateu no rosto do vizinho, que não ousou replicar-lhe.",negativo,0,0,1,"""injúrias"" ""bateu"" ""não ousou"""
214,"Tadeu interrogou a filha, e acreditou que a razão da zanga de Domingos Botelho foi de estarem as duas meninas a falar inocentemente, por trejeitos, em coisas da sua idade.",positivo,1,"""inocentemente"" ""acreditou""",1,"""interrogou"" ""coisas de sua idade"""
215,"Desculpou o velho a criancice de Teresa, ordenando- lhe que não voltasse àquela janela.",negativo,1,"""desculpou""",1,"""ordenando-lhe"" ""que não"""
216,"Esta atitude calma do fidalgo, cuja postura natural era bravia, tem a sua explicação no projeto que delineara em casar a filha com o seu primo Baltasar Coutinho, de Castro D aire, senhor de fortuna, e igualmente nobre da mesma linhagem.",positivo,1,"""atitude calma"" ""bravia"" ""senhor de fortuna"" ""igualmente nobre""",0,0
217,"Pensava o velho, presunçoso, ser um conhecedor do coração das mulheres.",negativo ,1,"""ser um conhecedor""",1,"""presunçoso"""
218,Pensava ele que a brandura seria o mais seguro expediente para levar a filha ao esquecimento daquele pueril amor a Simão.,negativo ,1,"""bravura""",1,"""pueril"""
219,"Era máxima sua que o amor, aos quinze anos, carece de consistência para sobreviver a uma ausência de seis meses.",negativo ,0,0,1,"""carece de concistência"" ""para sobreviver"""
220,"Não pensava errado o fidalgo, mas o erro existia.",negativo,1,"""não pensava errado""",1,"""o erro existia"""
221,"As exceções têm sido o engano dos mais assisados pensadores, tanto no especulativo como no experimental.",negativo ,0,0,1,"""engano"""
222,"Não era tanto que Tadeu de Albuquerque estivesse errado em coisas de amor e coração de mulher, cujas variantes são tantas e tão caprichosas, que eu não sei se alguma máxima pode ser-nos guia, a não ser esta: Em cada mulher há quatro mulheres incompreensíveis, pensando alternadamente como se hão de desmentir umas às outras.",positivo ,1,"""não era tanto que estivesse errado""",1,"""caprichosas"" ""incompreensiveis"" ""desmentir"""
223,Isto é o mais seguro; mas mesmo assim não é infalível.,positivo ,1,"""mais seguro""",1,"""não é infalivel"""
224,Aí está Teresa que parece ser única em si.,positivo ,1,"""única em si""",0,0
225,"Dir-se-á que as três, que diz a sentença, não podem coexistir com a quarta, aos quinze anos?",neutro ,0,0,1,"""não poderá"""
226,"Também o penso assim, posto que a fixidez, a constância daquele amor, funda em causa independente do coração: é porque Teresa não vai à sociedade, não tem um altar em cada noite na sala, não provou o incenso de outros galãs, nem teve ainda uma hora para comparar a imagem amada, desluzida pela ausência, com a imagem amante, amor nos olhos que a fitam, e amor nas palavras que a convencem de que há um coração para cada homem, e uma só juventude para cada mulher.",negativo ,1,"""constância daquele amor""",1,"""não vai à sociedade"", não provou o i"" ""desluzida"" ""ausência"""
227,"Quem me diz a mim que Teresa teria em si as quatro mulheres da máxima, se o vapor de quatro incensórios lhe estonteasse o espírito?",negativo ,1,"""máxima""",1,""" incensórios"" l""estonteasse o espírito"""
228,"Não é fácil, nem é preciso decidir. vamos ao conto.",negativo ,0,0,1,"""Não é fácil"""
229,"Acerca de Simão Botelho, nunca diante da sua filha Tadeu de Albuquerque proferiu palavra, nem antes nem depois do disparate do corregedor.",negativo ,0,0,1,""" disparate"""
230,"O que ele fez foi chamar a Viseu o sobrinho de Castro D aire, contar-lhe o seu desígnio, para que ele, ao pé de Teresa, procedesse como convinha a um enamorado de feição, e mutuamente se apaixonassem e prometessem um auspicioso futuro ao casamento.",positivo ,1,"""apaixonassem""  ""prometessem""",1,"""desígnio"""
231,"Por parte de Baltasar Coutinho a paixão inflamou-se tão depressa, quanto o coração de Teresa se congelou de terror e repugnância.",negativo ,1,"""paixão"" ""coração""",1,"""congelou"" ""terror"" ""repugnância"""
232,"O morgado de Castro D aire, atribuiu a frieza da sua prima à modéstia, à inocência e ao acanhamento.",negativo ,1,"""à modéstia"" ""à inocência"" ",1,"""a frieza"" ""o acanhamento"""
233,"Lisonjeou-se do virginal melindre daquela alma, e saboreou de antemão o prazer de uma lenta, mas segura conquista.",positivo ,1,"""lisongeou-se"" "" e saboreou"" ""prazer"" ""conquista""",0,0
234,"Verdade é que Baltasar nunca lhe expôs as suas intenções de modo que Teresa lhe desse resposta decisiva; um dia, porém, instigado pelo tio, afoitou-se o ditoso noivo a falar assim à melancólica menina: — É tempo de lhe abrir o meu coração, prima.",neutro ,0,0,1,"""melancólica"""
235,"Está bem disposta a ouvir- me? — Eu estou sempre bem disposta a ouvi-lo, primo Baltasar.",positivo ,1,"""bem disposta""",0,0
236,"O desdém aborrecido desta resposta abalou algum tempo as convicções do fidalgo, respeito à inocência, modéstia e acanhamento da sua prima.",negativo ,1,"""inocência"", ""modéstia""",1,"""aborrecido"" ""acanhamento"" ""abalou"""
237,"Ainda assim, quis ele no momento persuadir-se que a boa vontade não poderia exprimir-se doutro modo, e continuou: — Os nossos corações, penso eu, estão unidos; agora é preciso que as nossas casas se unam também.",positivo ,1,"""corações"" ""unidos"" ""boa vontade""",0,0
238,"Teresa empalideceu, e baixou os olhos. — Acaso lhe diria eu alguma coisa desagradável? — prosseguiu Baltasar, rebatido pela desfiguração de Teresa. — Disse-me o que é impossível fazer-se — respondeu ela sem turvação. — O primo engana-se: os nossos corações não estão unidos.",negativo ,0,0,1,"""empalideceu"" ""baixou os olhos"" , ""coisa desagradável"". ""não estão unidos"" "
239,"Sou muito sua amiga, mas nunca pensei em ser a sua esposa, nem me lembrou que o primo pensasse em tal coisa. — Quer dizer que a aborreço, prima Teresa? — atalhou, depressa, o morgado. — Não, senhor: já disse-lhe que o estimava muito, e por isso mesmo não devo ser esposa de um amigo a quem não posso amar.",negativo ,1,"""amiga"" "" estmava-o muito""",1,"""nunca pensei "" ""não possa amar"""
240,A infelicidade não seria só minha...,negativo ,0,0,1,""" A infelicidade"" "" Não seria"""
241,— Muito bem. Posso eu saber — disse com refalsado sorriso o primo — quem é que me disputa o coração da minha prima?,negativo ,0,0,1,"""refalsado sorriso"" ""quem me disputa"""
242,— Que lucra em saber?,neutro ,0,0,0,0
243,"— Lucro saber, pelo menos, que a minha prima ama outro homem. É exato?",negativo ,1,"""lucra""",1,""" ama outro Homem"""
244,— É.,neutro ,0,0,0,0
245,— É com tamanha paixão que desobedece ao pai?,negativo ,1,"""paixão""",1,"""desobedece"""
246,"— Não desobedeço: o coração é mais forte que a submissa vontade de uma filha. Desobedeceria, se casasse contra a vontade do meu pai; mas eu não disse ao primo Baltasar que casava; disse-lhe unicamente que amava.",positivo ,1,"""o coração"" ""forte""",1,"""submissa"" ""desobedeceria"""
247,— Saiba a prima que estou espantado com o seu modo de falar! Quem pensaria que os seus dezasseis anos estavam tão abundantes de palavras!,positivo ,1,"""espantado"" ""tão abundantes""",0,0
248,"— Não são só palavras, primo — retorquiu Teresa com gravidade —, são sentimentos que merecem a sua estima, por serem verdadeiros. Se lhe eu mentisse, ficaria mais bem-vista aos olhos do meu primo?",positivo ,1,"""estima"" ""verdadeiros""",1,"""retorquiou"" ""gravidade"" "" mentisse"""
249,"— Não, prima Teresa; fez bem em dizer a verdade, e da dizer em tudo.",positivo ,1,"""fez bem"" ""verdade""",0,0
250,Ora olhe: não me quer dizer quem é o ditoso mortal da sua preferência?,neutro ,0,0,0,0
251,— Que importância lhe faz saber isso?,neutro,0,0,0,0
252,"— Muito, prima; todos temos a nossa vaidade, e eu gostaria muito de me ver vencido por quem têm merecimentos que eu não tenho aos seus olhos.",positivo ,1,"""eu gostaria"", ""merecimentos""",1,"""eu não tenho aos seus olhos"""
253,"Teria a bondade de me dizer o seu segredo, se tivesse o seu primo Baltasar em conta como seu amigo íntimo?",neutro ,1,"""bondade"" ",0,0
254,"— Nessa conta é que eu o não posso ter... — respondeu Teresa, sorrindo e pausando, como ele, as sílabas das palavras.",positivo ,1,"""sorrindo""",1,"""não posso ter"""
255,— Pois nem para amigo me quer?,negativo ,0,0,1,"""nem para isso me quer"""
256,"— O primo não me perdoa a sinceridade que eu tive, e será de hoje em diante meu inimigo.",negativo ,1,"""perdoa"" bondade"" ",1," ""inimigo"""
257,"— Pelo contrário. — disse ele com mal rebuçada ironia — muito pelo contrário. Eu provar-lhe-ei que sou o seu amigo, se alguma dia a vir casada com algum miserável indigno de si.",positivo ,1,"""amigo""",1,"""miserável"" indigno"""
258,— Casada… — interrompeu ela; mas Baltasar cortou-lhe logo a réplica desde modo:,negativo ,0,0,1,"""cortou-lhe"""
259,"— Casada com algum famoso ébrio ou jogador de pau, valentão de aguadeiros, distinto cavaleiro, que passa os anos letivos encarcerado nas cadeias de Coimbra.",negativo ,1,"""famoso""",1,"""ébrio"" ""jogador de pau"" ""encarcerado"""
260,Claro que Baltasar Coutinho conhecia o segredo de Teresa.,neutro ,0,0,0,0
261,"O seu tio, naturalmente, lhe comunicara a criancice da prima, talvez antes de a destinar para sua esposa.",negativo ,0,0,1,"""criancice"""
262,"Ouvira Teresa o tom sarcástico daquelas palavras, e erguera-se respondendo com altivez:",negativo ,0,0,1,"""sarcastico"" ""altivez"""
263,"— Não tem mais que me diga, primo Baltasar?",neutro ,0,0,0,0
264,"— Tenho, prima; queira sentar-se algum tempo mais.",neutro ,0,0,0,0
265,"Não pense agora que está a falar com o namorado infeliz: convença-se de que fala com o seu parente mais próximo, o seu mais sincero amigo e mais decidido guarda da sua dignidade e fortuna.",positivo ,1,"""sincero"" ""amigo"" ""didgidade"" ""fortuna""",1,"""infeliz"""
266,"Eu sabia que a minha prima, contra a expressa vontade do seu pai, uma ou outra vez conversara da janela com o filho do corregedor.",neutro ,0,0,0,0
267,"Não dei valor ao sucedido, e tomei-o como brincadeira própria da sua idade.",neutro,0,0,0,0
