Nome,Texto
CAPÍTULO III,"Teresa falava de Simão, contava à menina de onze anos o segredo do seu amor, e dizia-lhe que ela ainda havia de ser sua irmã, recomendando-lhe muito que não dissesse nada à sua família."
CAPÍTULO III,"Numa dessas conversas, Rita descuidara-se, e levantou de modo a voz que foi ouvida por uma sua irmã, que a foi logo contar ao pai."
CAPÍTULO III,"O corregedor chamou Rita, e forçou-a pelo medo a contar tudo que ouvira à vizinha."
CAPÍTULO III,"Tanta foi a sua cólera, que sem atender às razões da esposa, que viera espavorida ao ouvir os gritos dele, correu ao quarto de Simão, e viu ainda Teresa à janela. — Olá! — disse ele à pálida menina. — Não tenha a confiança de pôr os olhos em ninguém da minha casa."
CAPÍTULO III,"Se quer casar, case com um sapateiro, que é um digno genro de seu pai."
CAPÍTULO III,Teresa não ouviu o remate da brutal apóstrofe: tinha fugido aturdida e envergonhada.
CAPÍTULO III,"Porém, como o desabrido corregedor ficou a gritar no quarto, Tadeu de Albuquerque correu para uma janela e a cólera do doutor redobrou."
CAPÍTULO III,"A torrente das injúrias, há muito tempo represada, bateu no rosto do vizinho, que não ousou replicar-lhe."
CAPÍTULO III,"Tadeu interrogou a filha, e acreditou que a razão da zanga de Domingos Botelho foi de estarem as duas meninas a falar inocentemente, por trejeitos, em coisas da sua idade."
CAPÍTULO III,"Desculpou o velho a criancice de Teresa, ordenando- lhe que não voltasse àquela janela."
CAPÍTULO III,"Esta atitude calma do fidalgo, cuja postura natural era bravia, tem a sua explicação no projeto que delineara em casar a filha com o seu primo Baltasar Coutinho, de Castro D aire, senhor de fortuna, e igualmente nobre da mesma linhagem."
CAPÍTULO III,"Pensava o velho, presunçoso, ser um conhecedor do coração das mulheres."
CAPÍTULO III,Pensava ele que a brandura seria o mais seguro expediente para levar a filha ao esquecimento daquele pueril amor a Simão.
CAPÍTULO III,"Era máxima sua que o amor, aos quinze anos, carece de consistência para sobreviver a uma ausência de seis meses."
CAPÍTULO III,"Não pensava errado o fidalgo, mas o erro existia."
CAPÍTULO III,"As exceções têm sido o engano dos mais assisados pensadores, tanto no especulativo como no experimental."
CAPÍTULO III,"Não era tanto que Tadeu de Albuquerque estivesse errado em coisas de amor e coração de mulher, cujas variantes são tantas e tão caprichosas, que eu não sei se alguma máxima pode ser-nos guia, a não ser esta: Em cada mulher há quatro mulheres incompreensíveis, pensando alternadamente como se hão de desmentir umas às outras."
CAPÍTULO III,Isto é o mais seguro; mas mesmo assim não é infalível.
CAPÍTULO III,Aí está Teresa que parece ser única em si.
CAPÍTULO III,"Dir-se-á que as três, que diz a sentença, não podem coexistir com a quarta, aos quinze anos?"
CAPÍTULO III,"Também o penso assim, posto que a fixidez, a constância daquele amor, funda em causa independente do coração: é porque Teresa não vai à sociedade, não tem um altar em cada noite na sala, não provou o incenso de outros galãs, nem teve ainda uma hora para comparar a imagem amada, desluzida pela ausência, com a imagem amante, amor nos olhos que a fitam, e amor nas palavras que a convencem de que há um coração para cada homem, e uma só juventude para cada mulher."
CAPÍTULO III,"Quem me diz a mim que Teresa teria em si as quatro mulheres da máxima, se o vapor de quatro incensórios lhe estonteasse o espírito?"
CAPÍTULO III,"Não é fácil, nem é preciso decidir. vamos ao conto."
CAPÍTULO III,"Acerca de Simão Botelho, nunca diante da sua filha Tadeu de Albuquerque proferiu palavra, nem antes nem depois do disparate do corregedor."
CAPÍTULO III,"O que ele fez foi chamar a Viseu o sobrinho de Castro D aire, contar-lhe o seu desígnio, para que ele, ao pé de Teresa, procedesse como convinha a um enamorado de feição, e mutuamente se apaixonassem e prometessem um auspicioso futuro ao casamento."
CAPÍTULO III,"Por parte de Baltasar Coutinho a paixão inflamou-se tão depressa, quanto o coração de Teresa se congelou de terror e repugnância."
CAPÍTULO III,"O morgado de Castro D aire, atribuiu a frieza da sua prima à modéstia, à inocência e ao acanhamento."
CAPÍTULO III,"Lisonjeou-se do virginal melindre daquela alma, e saboreou de antemão o prazer de uma lenta, mas segura conquista."
CAPÍTULO III,"Verdade é que Baltasar nunca lhe expôs as suas intenções de modo que Teresa lhe desse resposta decisiva; um dia, porém, instigado pelo tio, afoitou-se o ditoso noivo a falar assim à melancólica menina: — É tempo de lhe abrir o meu coração, prima."
CAPÍTULO III,"Está bem disposta a ouvir- me? — Eu estou sempre bem disposta a ouvi-lo, primo Baltasar."
CAPÍTULO III,"O desdém aborrecido desta resposta abalou algum tempo as convicções do fidalgo, respeito à inocência, modéstia e acanhamento da sua prima."
CAPÍTULO III,"Ainda assim, quis ele no momento persuadir-se que a boa vontade não poderia exprimir-se doutro modo, e continuou: — Os nossos corações, penso eu, estão unidos; agora é preciso que as nossas casas se unam também."
CAPÍTULO III,"Teresa empalideceu, e baixou os olhos. — Acaso lhe diria eu alguma coisa desagradável? — prosseguiu Baltasar, rebatido pela desfiguração de Teresa. — Disse-me o que é impossível fazer-se — respondeu ela sem turvação. — O primo engana-se: os nossos corações não estão unidos."
CAPÍTULO III,"Sou muito sua amiga, mas nunca pensei em ser a sua esposa, nem me lembrou que o primo pensasse em tal coisa. — Quer dizer que a aborreço, prima Teresa? — atalhou, depressa, o morgado. — Não, senhor: já disse-lhe que o estimava muito, e por isso mesmo não devo ser esposa de um amigo a quem não posso amar."
CAPÍTULO III,A infelicidade não seria só minha...
CAPÍTULO III,— Muito bem. Posso eu saber — disse com refalsado sorriso o primo — quem é que me disputa o coração da minha prima?
CAPÍTULO III,— Que lucra em saber?
CAPÍTULO III,"— Lucro saber, pelo menos, que a minha prima ama outro homem. É exato?"
CAPÍTULO III,— É.
CAPÍTULO III,— É com tamanha paixão que desobedece ao pai?
CAPÍTULO III,"— Não desobedeço: o coração é mais forte que a submissa vontade de uma filha. Desobedeceria, se casasse contra a vontade do meu pai; mas eu não disse ao primo Baltasar que casava; disse-lhe unicamente que amava."
CAPÍTULO III,— Saiba a prima que estou espantado com o seu modo de falar! Quem pensaria que os seus dezasseis anos estavam tão abundantes de palavras!
CAPÍTULO III,"— Não são só palavras, primo — retorquiu Teresa com gravidade —, são sentimentos que merecem a sua estima, por serem verdadeiros. Se lhe eu mentisse, ficaria mais bem-vista aos olhos do meu primo?"
CAPÍTULO III,"— Não, prima Teresa; fez bem em dizer a verdade, e da dizer em tudo."
CAPÍTULO III,Ora olhe: não me quer dizer quem é o ditoso mortal da sua preferência?
CAPÍTULO III,— Que importância lhe faz saber isso?
CAPÍTULO III,"— Muito, prima; todos temos a nossa vaidade, e eu gostaria muito de me ver vencido por quem têm merecimentos que eu não tenho aos seus olhos."
CAPÍTULO III,"Teria a bondade de me dizer o seu segredo, se tivesse o seu primo Baltasar em conta como seu amigo íntimo?"
CAPÍTULO III,"— Nessa conta é que eu o não posso ter... — respondeu Teresa, sorrindo e pausando, como ele, as sílabas das palavras."
CAPÍTULO III,— Pois nem para amigo me quer?
CAPÍTULO III,"— O primo não me perdoa a sinceridade que eu tive, e será de hoje em diante meu inimigo."
CAPÍTULO III,"— Pelo contrário. — disse ele com mal rebuçada ironia — muito pelo contrário. Eu provar-lhe-ei que sou o seu amigo, se alguma dia a vir casada com algum miserável indigno de si."
CAPÍTULO III,— Casada… — interrompeu ela; mas Baltasar cortou-lhe logo a réplica desde modo:
CAPÍTULO III,"— Casada com algum famoso ébrio ou jogador de pau, valentão de aguadeiros, distinto cavaleiro, que passa os anos letivos encarcerado nas cadeias de Coimbra."
CAPÍTULO III,Claro que Baltasar Coutinho conhecia o segredo de Teresa.
CAPÍTULO III,"O seu tio, naturalmente, lhe comunicara a criancice da prima, talvez antes de a destinar para sua esposa."
CAPÍTULO III,"Ouvira Teresa o tom sarcástico daquelas palavras, e erguera-se respondendo com altivez:"
CAPÍTULO III,"— Não tem mais que me diga, primo Baltasar?"
CAPÍTULO III,"— Tenho, prima; queira sentar-se algum tempo mais."
CAPÍTULO III,"Não pense agora que está a falar com o namorado infeliz: convença-se de que fala com o seu parente mais próximo, o seu mais sincero amigo e mais decidido guarda da sua dignidade e fortuna."
CAPÍTULO III,"Eu sabia que a minha prima, contra a expressa vontade do seu pai, uma ou outra vez conversara da janela com o filho do corregedor."
CAPÍTULO III,"Não dei valor ao sucedido, e tomei-o como brincadeira própria da sua idade."
CAPÍTULO III,"Quando frequentei o meu último ano em Coimbra, há dois anos, conheci de sobra esse Simão Botelho."
CAPÍTULO III,"Quando voltei, e contaram-me a sua afeição pelo académico, pasmei-me pelo mau-juízo da priminha; depois entendi que a sua mesma inocência devia ser o seu anjo-da-guarda."
CAPÍTULO III,"Agora, como seu amigo, espanto-me da ver ainda fascinada pela perversidade do seu vizinho."
CAPÍTULO III,Não se recorda de ter visto Simão Botelho amigado com a ínfima vilanagem desta terra?
CAPÍTULO III,Não viu os seus criados com as cabeças quebradas pelo tal varredor de feiras?
CAPÍTULO III,"Não lhe contaram que ele, em Coimbra, abarrotado de vinho, andava pelas ruas armado como um salteador de estradas, proclamando à canalha a guerra aos nobres e aos reis, e à religião dos nossos pais?"
CAPÍTULO III,"A prima ignoraria isto porventura? — Ignorava parte disso, e não me aflige sabê-lo."
CAPÍTULO III,"Desde que conheci Simão, não me consta que ele tenha dado o menor desgosto à sua família, nem ouço falar mal dele. — E está por isso persuadida de que Simão deve ao seu amor a reforma de costumes? — Não sei, nem penso nisso — respondeu com enfado Teresa. — Não se zangue, prima."
CAPÍTULO III,"Vou-lhe dizer as minhas últimas palavras: eu hei de, enquanto viver, trabalhar por salvá-la das garras de Simão Botelho."
CAPÍTULO III,"Se o seu pai lhe faltar, fico eu."
CAPÍTULO III,"Se as leis não a defenderem dos ataques do seu demónio, eu farei ver ao valentão que a vitória sobre os aguadeiros não o poupa ao desgosto de ser levado a pontapés para fora da casa do meu tio Tadeu de Albuquerque. — Então o primo quer-me governar!? — atalhou ela com desabrida irritação. — Quero-a dirigir enquanto a sua razão precisar de auxílio."
CAPÍTULO III,"Tenha juízo, e eu serei indiferente ao seu destino."
CAPÍTULO III,"Não a enfado mais, prima Teresa."
CAPÍTULO III,"Baltasar Coutinho foi dali procurar o tio, e contou-lhe o essencial do diálogo."
CAPÍTULO III,"Tadeu, atónito da coragem da filha e ferido no coração e direitos paternais, correu ao quarto dela, disposto a espancá-la."
CAPÍTULO III,"Reteve-o Baltasar, vendo-lhe ver que a violência prejudicaria muito a crise, sendo de esperar que Teresa fugisse de casa."
CAPÍTULO III,"Refreou o pai a sua ira, e meditou."
CAPÍTULO III,"Horas depois chamou a filha, mandou-a sentar ao pé de si, e em termos serenos e gesto bem-composto, disse-lhe que era a sua vontade casá-la com o primo; porém, que ele já sabia que a vontade da sua filha não era essa."
CAPÍTULO III,"Jurou que a não lhe bateria mas também não consentiria que ela, esfregando os pés na honra do pai, se desse de coração ao filho do seu maior inimigo."
CAPÍTULO III,"Disse ainda que ele estava a caminhar para a sepultura, e que mais depressa desceria a ela, perdendo o amor da filha, que ele já considerava morta."
CAPÍTULO III,"Terminou perguntando a Teresa se ela duvidava entrar num convento, e aí esperar que o seu pai morresse, para depois ser desgraçada à sua vontade."
CAPÍTULO III,"Teresa respondeu, a chorar, que entraria num convento, se essa era a vontade do pai; porém, que não privasse ele de a ter na sua companhia, nem a privasse a ela dos seus afetos, com medo de que ela praticasse alguma ação indigna, ou lhe desobedecesse no que era virtude obedecer."
CAPÍTULO III,"Prometeu-lhe julgar-se morta para todos os homens, menos para o pai."
CAPÍTULO III,Tadeu ouviu-a e não lhe respondeu.
CAPÍTULO IV,O coração de Teresa mentia.
CAPÍTULO IV,Vão lá pedir sinceridade ao coração!
CAPÍTULO IV,"Para finos entendedores, o diálogo do anterior capítulo definiu a filha de Tadeu de Albuquerque."
CAPÍTULO IV,"É uma mulher corajosa, tem força de carácter, orgulho fortalecido pelo amor, despego das vulgares apreensões, se são apreensões a renúncia que uma filha fez do seu arbítrio às imprevidentes e caprichosas vontades do pai."
CAPÍTULO IV,"Diz boa gente que não, e eu abundo sempre no voto da gente boa."
CAPÍTULO IV,"Não será calúnia atribuir-lhe um pouco de astúcia, ou hipocrisia, se quiserem; perspicácia seria mais correto dizer."
CAPÍTULO IV,"Teresa adivinha que a lealdade tropeça a cada passo na estrada real da vida, e que os melhores fins se atingem por atalhos onde não cabem a franqueza e a sinceridade."
CAPÍTULO IV,"Estes ardis são raros na idade inexperiente de Teresa; mas a mulher do romance quase nunca é trivial, e esta, de que rezam os meus apontamentos, era distintíssima."
CAPÍTULO IV,"A mim me basta, para crer na sua distinção, a celebridade que ela veio a ganhar à conta da desgraça."
CAPÍTULO IV,"Da carta que ela escreveu a Simão Botelho, contando as cenas descritas, a crítica deduz que a menina de Viseu contemporizava com o pai, pondo a mira no futuro, sem passar pelo dissabor do convento, nem romper com o velho em manifesta desobediência."
